,ts_code,exchange,business_scope
835,601588.SH,SSE,物业管理；出租写字间、公寓、客房；住宿服务；房地产开发、建设、物业购臵及商品房销售；承接国际国内会议、出租展览场地及设施、提供会务服务，出租出售批发零售商业用、餐饮娱乐业用场地及设施。商业零售(包括代销、寄售)：百货、针纺织品、五金交电、金银首饰、家具、字画、副食品、食品、粮油食品、汽车配件、宠物食品、电子计算机、公开发行的国内版出版物，计生用品，防盗保险柜，摩托车，西药制剂，中成药，医疗器械、烟草(仅限零售)；刻字服务；修理钟表，家用电器；验光配镜服务；饮食服务；健康咨询；出租、零售音像磁带制品。餐饮服务、文体娱乐服务(国家禁止的项目除外)；机械电器设备、激光、电子方面的技术开发、技术服务、技术转让，设备安装，机械设备、清洗设备维修，日用品修理，美容美发，浴池服务，摄录像服务，打字、复印类商务服务，仓储服务，信息咨询；机动车收费停车场；服装加工；承办会议展览、展示服务；音响设备、照明器材租赁；礼仪服务；会议会展服务；会议展览家具出租；游泳、体育运动项目经营；技术服务；机械设备租赁；文化艺术交流；文化艺术活动策划组织；文化艺术咨询；文化产业投资运营；技术培训；互联网信息服务。
836,000151.SZ,SZSE,对外派遣实施境外工程所需的劳务人员；进出口业务；承担我国对外经济技术援助项目和对外提供一般物资援助项目，承包各类境外工程和境内外资工程；提供经济、贸易、技术、信息的咨询和交流服务；成套设备和技术系统集成及相关技术服务；仓储；房屋租赁；向境外派遣各类劳务人员(不含港澳台地区)；销售食品；销售医疗器械、销售化妆品、洗漱用品及日用品；人力资源服务。
837,000153.SZ,SZSE,许可经营项目：大容量注射剂生产、销售。以下限全资子公司经营：小容量注射剂、硬胶囊剂、颗粒剂、散剂、原料药、粉针剂、冻干粉针剂、滴眼剂、膜剂、片剂生产、销售。一般经营项目：药物研究及产品开发，包装材料、饲料添加剂生产、销售，食用农产品收购。
838,000155.SZ,SZSE,道路运输经营；危险化学品经营(经营项目以《危险化学品经营许可证》为准)；专用铁路兼办铁路货物运输(发送名类、到达品类按铁道部公布的《铁路专用线专用铁路名称表》为准)。(以上项目及期限以许可证为准)(以下项目不含前置许可项目，后置许可项目凭许可证或审批文件经营)锂离子电池制造；风力发电、太阳能发电；有色金属矿采选业；无机盐制造；商品批发与零售；进出口业；仓储业；工程机械租赁；货运代理；建筑装修装饰工程；科技推广和应用服务业；环境治理；专业技术服务业；金属制品、机械和设备修理业；人力资源管理服务；装卸搬运。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
839,000156.SZ,SZSE,有线电视、数字电视网络及产业投资；数字通信产业投资；互联网及电视传媒信息服务产业投资；实业投资。最终以公司登记机关核定的经营范围为准。
840,000157.SZ,SZSE,开发、生产、销售工程机械、农业机械、环卫机械、汽车起重机及其专用底盘、消防车辆及其专用底盘、高空作业机械、应急救援装备、矿山机械、煤矿机械装备、物料输送设备、其它机械设备、金属与非金属材料、光机电一体化高新技术产品并提供租赁、售后技术服务；销售建筑装饰材料、工程专用车辆及金属材料、化工原料、化工产品(不含危化品和监控品)；润滑油、润滑脂、液压油的销售(不含危险化学品销售)；成品油零售(限分支机构凭许可证经营)；经营商品和技术的进出口业务；以自有资产进行房地产业投资(不得从事吸收存款、集资收款、受托贷款、发行票据、发放贷款等国家金融监管及财政信用业务)。二手车销售；废旧机械设备拆解、回收。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
841,000538.SZ,SZSE,化学原料药、化学药制剂、中成药、中药材、生物制品、医疗器械、保健食品、食品、饮料、特种劳保防护用品、非家用纺织成品、日化用品、化妆品、户外用品的研制、生产及销售；橡胶膏剂、贴膏剂、消毒产品、电子和数码产品的销售；信息技术、科技及经济技术咨询服务；货物进出口；物业经营管理(凭资质证开展经营活动)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
842,000539.SZ,SZSE,电力项目的投资、建设和经营管理，电力的生产和销售，电力行业技术咨询和服务。码头设施租赁；普通货物仓储、装卸、运输服务。
843,000540.SZ,SZSE,金融投资；股权投资；实业投资；资产经营；产业基金、产权市场投资与管理；金融服务及研究；金融企业投资及管理、咨询；公司的经营范围以公司登记机关核准的项目为准。
844,000541.SZ,SZSE,研究、开发、生产电光源产品、电光源设备、电光源配套器件、电光源原材料、灯具及配件、电工材料、机动车配件、通讯器材、家用电器、智能家居产品、电器开关、插座、电线、电缆、弱电材料、线槽、线管、LED产品、锂离子电池及其材料、消防产品、通风及换气设备、给水、排水建筑装饰材料及水暖管道零件、卫浴洁具及配件、家用厨房电器具、家具、五金工具、五金器材、饮用水过滤器、空气净化器、装饰物品、工艺礼品、日用百货，在国内外市场上销售上述产品；承接、设计、施工：城市及道路照明工程、亮化景观照明工程；照明电器安装服务；计算机软硬件开发销售维护；合同能源管理；有关的工程咨询服务。
845,000542.SZ,SZSE,生产经营以多功能自动电话机为主的通讯产品及与其生产设备相适应的通讯设备，并提供通讯设备服务和工程技术咨询。
846,000543.SZ,SZSE,电力、节能及相关项目投资经营。与电力建设相关的原材料开发、参与房地产经营，高新技术和出口创汇项目的开发、投资和经营；矿产品、农副产品、化工原料及产品(不含危险品)销售。
847,000591.SZ,SZSE,太阳能发电及电力储备；太阳能技术及相关配套产品研发、应用、转让及销售；太阳能应用技术咨询服务；太阳能发电项目开发、设计、组织建设、维护与经营管理；太阳能发电电子系统设备研发、制造、销售；储能技术设备和材料的研发、制造、销售；光伏农业、光伏林业、光伏牧业、光伏渔业项目开发、组织建设与经营管理；分布式光伏项目开发、组织建设及经营管理；能源智能化经营管理；货物及技术进出口业务；物业管理。
848,000592.SZ,SZSE,许可项目：木材采运；住宅室内装饰装修；各类工程建设活动(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准)一般项目：进出口代理；货物进出口；森林经营和管护；人工造林；森林改培；林产品采集；树木种植经营；林业专业及辅助性活动；规划设计管理；非食用林产品初加工；木材加工；林业产品销售；木材收购；人造板销售；非居住房地产租赁；住房租赁；物业管理；普通货物仓储服务(不含危险化学品等需许可审批的项目)；国内货物运输代理；以自有资金从事投资活动；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；肥料销售；新型建筑材料制造(不含危险化学品)；建筑砌块销售；建筑材料销售；建筑用木料及木材组件加工；园林绿化工程施工；农副产品销售；畜牧渔业饲料销售；饲料原料销售；纸浆制造；纸浆销售。(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)
